,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
1022,One Flew Over the Cuckoo's Nest,(1975),133 min,8.7,84        ,"962,887",$112.00M,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
1023,Gisaengchung,(2019),132 min,8.6,96        ,"689,788",$53.37M,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
1024,Drishyam 2,(2021),152 min,8.6,****,"32,368",%^%^%^,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?
1025,Interstellar,(2014),169 min,8.6,74        ,"1,650,989",$188.02M,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
1026,Cidade de Deus,(2002),130 min,8.6,79        ,"727,763",$7.56M,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
1027,Sen to Chihiro no kamikakushi,(2001),125 min,8.6,96        ,"704,968",$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
1028,Saving Private Ryan,(1998),169 min,8.6,91        ,"1,308,090",$216.54M,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
1029,The Green Mile,(1999),189 min,8.6,61        ,"1,218,386",$136.80M,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
1030,La vita è bella,(1997),116 min,8.6,59        ,"659,576",$57.60M,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
1031,Se7en,(1995),127 min,8.6,65        ,"1,537,456",$100.13M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
1032,The Silence of the Lambs,(1991),118 min,8.6,85        ,"1,348,205",$130.74M,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
1033,Star Wars,(1977),121 min,8.6,90        ,"1,289,613",$322.74M,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
1034,Seppuku,(1962),133 min,8.6,85        ,"50,612",%^%^%^,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
1035,Shichinin no samurai,(1954),207 min,8.6,98        ,"332,098",$0.27M,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.
1036,It's a Wonderful Life,(1946),130 min,8.6,89        ,"427,275",%^%^%^,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
1037,96,(II) (2018),158 min,8.5,****,"26,514",%^%^%^,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
1038,Whiplash,(2014),106 min,8.5,88        ,"776,351",$13.09M,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
1039,The Intouchables,(2011),112 min,8.5,57        ,"806,952",$13.18M,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
1040,The Prestige,(2006),130 min,8.5,66        ,"1,259,971",$53.09M,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
1041,The Departed,(2006),151 min,8.5,85        ,"1,254,264",$132.38M,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
1042,The Pianist,(2002),150 min,8.5,85        ,"780,912",$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
1043,Gladiator,(2000),155 min,8.5,67        ,"1,416,109",$187.71M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
1044,American History X,(1998),119 min,8.5,62        ,"1,075,918",$6.72M,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
1045,The Usual Suspects,(1995),106 min,8.5,77        ,"1,038,283",$23.34M,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
1046,Léon,(1994),110 min,8.5,64        ,"1,095,440",$19.50M,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
1047,The Lion King,(1994),88 min,8.5,88        ,"994,979",$422.78M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
1048,Terminator 2: Judgment Day,(1991),137 min,8.5,75        ,"1,043,748",$204.84M,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg."
1049,Nuovo Cinema Paradiso,(1988),155 min,8.5,80        ,"248,260",$11.99M,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
1050,Hotaru no haka,(1988),89 min,8.5,94        ,"256,899",%^%^%^,A young boy and his little sister struggle to survive in Japan during World War II.
1051,Back to the Future,(1985),116 min,8.5,87        ,"1,127,005",$210.61M,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown."
1052,Once Upon a Time in the West,(1968),165 min,8.5,80        ,"317,180",$5.32M,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
1053,Psycho,(1960),109 min,8.5,97        ,"638,410",$32.00M,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother."
1054,Rear Window,(1954),112 min,8.5,100        ,"470,358",$36.76M,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
1055,Casablanca,(1942),102 min,8.5,100        ,"547,894",$1.02M,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
1056,Modern Times,(1936),87 min,8.5,96        ,"231,181",$0.16M,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
1057,City Lights,(1931),87 min,8.5,99        ,"177,763",$0.02M,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
1058,Hamilton,(2020),160 min,8.4,90        ,"77,779",%^%^%^,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
1059,Capharnaüm,(2018),126 min,8.4,75        ,"78,603",$1.66M,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
1060,Joker,(2019),122 min,8.4,59        ,"1,105,679",$335.45M,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker."
1061,Ratsasan,(2018),170 min,8.4,****,"36,638",%^%^%^,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
1062,Ayla: The Daughter of War,(2017),125 min,8.4,****,"37,544",%^%^%^,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
1063,Kimi no na wa.,(2016),106 min,8.4,79        ,"232,410",$5.02M,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
1064,Dangal,(2016),161 min,8.4,****,"174,704",$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
1065,Spider-Man: Into the Spider-Verse,(2018),117 min,8.4,87        ,"442,420",$190.24M,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
1066,Avengers: Endgame,(2019),181 min,8.4,78        ,"970,375",$858.37M,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
1067,Avengers: Infinity War,(2018),149 min,8.4,68        ,"948,448",$678.82M,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
1068,Coco,(I) (2017),105 min,8.4,81        ,"444,734",$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
1069,Django Unchained,(2012),165 min,8.4,81        ,"1,447,750",$162.81M,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
1070,The Dark Knight Rises,(2012),164 min,8.4,78        ,"1,596,240",$448.14M,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."
